gear,speed,rpm,throttle,brake,x,y,z,dist
1,82,8381.0,72,0,26.63820457458496,759.1875610351562,-7.702856063842773,0.0
1,83,8403.0,72,0,26.96253776550293,758.9774169921875,-7.711882591247559,0.3865669614999098
1,83,8429.0,72,0,27.287979125976562,758.76611328125,-7.720893383026123,0.7746939146110847
1,84,8459.0,72,0,27.614530563354492,758.5537109375,-7.729907035827637,1.1643499716933676
1,84,8493.0,72,0,27.942216873168945,758.3401489257812,-7.739031791687012,1.555591983316182
1,84,8531.0,70,0,28.27112579345703,758.1256713867188,-7.74867057800293,1.9483700361768588
1,85,8571.0,68,0,28.601272583007812,757.9105224609375,-7.7589006423950195,2.342566201978836
1,85,8610.0,67,0,28.93285369873047,757.6945190429688,-7.7695746421813965,2.738441747004673
1,85,8646.0,67,0,29.265838623046875,757.4776611328125,-7.780625820159912,3.1359696599291014
1,86,8677.0,66,0,29.60016632080078,757.2598876953125,-7.792021751403809,3.535131465234806
1,86,8705.0,65,0,29.935747146606445,757.041259765625,-7.803787708282471,3.9358197481045756
1,86,8731.0,64,0,30.272554397583008,756.82177734375,-7.815933704376221,4.338012715526451
1,87,8752.0,61,0,30.610595703125,756.6014404296875,-7.828417778015137,4.741715740094936
1,87,8769.0,57,0,30.94989013671875,756.3804321289062,-7.841185569763184,5.146843372067924
1,87,8781.0,53,0,31.290483474731445,756.1588134765625,-7.854155540466309,5.553398250411955
1,88,8790.0,49,0,31.632463455200195,755.9365234375,-7.867169380187988,5.961482222814837
1,88,8794.0,43,0,31.97587013244629,755.7138671875,-7.880282878875732,6.370964719985472
1,88,8791.0,38,0,32.320709228515625,755.4909057617188,-7.893333911895752,6.781812780741774
1,88,8783.0,35,0,32.66701126098633,755.2675170898438,-7.906146049499512,7.194113335295602
1,89,8772.0,32,0,33.01469802856445,755.0440673828125,-7.918562412261963,7.607598553877264
1,89,8756.0,30,0,33.36357498168945,754.8203735351562,-7.930502891540527,8.022202751813612
1,89,8731.0,28,0,33.71309280395508,754.59619140625,-7.941915035247803,8.4375948220632
1,89,8706.0,27,0,34.06334686279297,754.371826171875,-7.952887058258057,8.853693427465217
1,89,8683.0,25,0,34.41438674926758,754.1475830078125,-7.963534355163574,9.270379596489654
1,89,8662.0,23,0,34.76619338989258,753.9236450195312,-7.973996639251709,9.687543346558668
1,90,8643.0,22,0,35.118743896484375,753.7001953125,-7.984341621398926,10.105070171955683
1,90,8625.0,20,0,35.47200012207031,753.4772338867188,-7.994614124298096,10.522930534538022
1,90,8607.0,19,0,35.825897216796875,753.2546997070312,-8.004820823669434,10.941103694242404
1,90,8589.0,17,0,36.180355072021484,753.03271484375,-8.015097618103027,11.359461511380145
1,90,8573.0,16,0,36.53525161743164,752.8111572265625,-8.025735855102539,11.777973766594164
1,90,8557.0,14,0,36.89057159423828,752.590087890625,-8.036795616149902,12.196598008037661
1,90,8541.0,14,0,37.24626922607422,752.3695068359375,-8.048285484313965,12.61529697394416
1,90,8525.0,13,0,37.60234451293945,752.1495971679688,-8.06010913848877,13.033973066861263
1,90,8509.0,12,0,37.95884704589844,751.9304809570312,-8.071990013122559,13.452598346895618
1,90,8495.0,12,0,38.31578826904297,751.7122192382812,-8.0839262008667,13.871152629193006
1,90,8481.0,12,0,38.67314910888672,751.494873046875,-8.096071243286133,14.289594547298735
1,90,8468.0,12,0,39.03086471557617,751.2781982421875,-8.108301162719727,14.707993874718035
1,90,8456.0,12,0,39.388919830322266,751.0623168945312,-8.120582580566406,15.126274946111472
1,90,8444.0,11,0,39.74724197387695,750.8472900390625,-8.132902145385742,15.544345608573863
1,90,8433.0,11,0,40.10578918457031,750.633056640625,-8.145343780517578,15.962205448217281
1,90,8421.0,10,0,40.46453094482422,750.419677734375,-8.157928466796875,16.37979924907077
1,90,8408.0,10,0,40.82339859008789,750.20703125,-8.170510292053223,16.797127437024713
1,89,8393.0,9,0,41.1823616027832,749.9951171875,-8.18270206451416,17.214153399866703
1,89,8378.0,8,0,41.54145431518555,749.7839965820312,-8.194175720214844,17.630868087547736
1,89,8363.0,8,0,41.90073776245117,749.5737915039062,-8.204858779907227,18.04726321013324
1,89,8347.0,7,0,42.26020812988281,749.3643188476562,-8.214805603027344,18.463432260001262
1,89,8333.0,7,0,42.61985778808594,749.1560668945312,-8.224493026733398,18.879137202002273
1,89,8319.0,6,0,42.979454040527344,748.948486328125,-8.234307289123535,19.294462948935575
1,89,8305.0,6,0,43.338905334472656,748.7415771484375,-8.24427604675293,19.709331623923923
1,89,8293.0,6,0,43.69811248779297,748.5354614257812,-8.254064559936523,20.123589134553406
1,89,8282.0,5,0,44.057029724121094,748.3301391601562,-8.263667106628418,20.537196465481873
1,89,8270.0,5,0,44.415611267089844,748.1254272460938,-8.273050308227539,20.950204619383502
1,89,8257.0,5,0,44.7738037109375,747.9212646484375,-8.282158851623535,21.362596615758434
1,88,8242.0,4,0,45.13164520263672,747.7174682617188,-8.29112720489502,21.774499434128913
1,88,8226.0,4,0,45.489200592041016,747.51416015625,-8.2999267578125,22.185908566712158
1,88,8211.0,4,0,45.84645462036133,747.3114624023438,-8.308601379394531,22.596751686709705
1,88,8196.0,4,0,46.2033805847168,747.1091918945312,-8.317354202270508,23.007100458207933
1,88,8182.0,4,0,46.559879302978516,746.9072265625,-8.326160430908203,23.416928325888453
1,88,8168.0,4,0,46.91602325439453,746.705810546875,-8.335123062133789,23.826180392760385
1,88,8154.0,4,0,47.271766662597656,746.5047607421875,-8.34424114227295,24.234907117884006
1,88,8141.0,4,0,47.62702941894531,746.30419921875,-8.353493690490723,24.64297838663473
1,87,8129.0,4,0,47.98179244995117,746.1039428710938,-8.36294174194336,25.050469096493664
1,87,8115.0,4,0,48.33598709106445,745.9038696289062,-8.372703552246094,25.457382402952387
1,87,8101.0,4,0,48.68959426879883,745.7039794921875,-8.382780075073242,25.863702029865728
1,87,8087.0,4,0,49.04261016845703,745.5042724609375,-8.392973899841309,26.269419958734517
1,87,8073.0,4,0,49.39506530761719,745.3048095703125,-8.403255462646484,26.67453201778806
1,87,8060.0,4,0,49.74705123901367,745.1056518554688,-8.413774490356445,27.079091705877218
1,87,8045.0,4,0,50.09857940673828,744.9065551757812,-8.424731254577637,27.48323473903331
1,87,8030.0,4,0,50.449623107910156,744.7077026367188,-8.436101913452148,27.886847553878543
1,87,8015.0,4,0,50.80013656616211,744.5089111328125,-8.447798728942871,28.289978502744635
1,86,8001.0,4,0,51.14997482299805,744.3099975585938,-8.459458351135254,28.692581735151126
1,86,7988.0,4,0,51.49907302856445,744.1109619140625,-8.470873832702637,29.09459548882514
1,86,7976.0,5,0,51.84740447998047,743.9116821289062,-8.48181438446045,29.4960514994792
1,86,7966.0,5,0,52.194976806640625,743.7120971679688,-8.491985321044922,29.896980579047373
1,86,7957.0,5,0,52.541812896728516,743.5123901367188,-8.501152038574219,30.297308195417273
1,86,7949.0,5,0,52.88801574707031,743.3126831054688,-8.509345054626465,30.69706616898066
1,86,7944.0,5,0,53.2336540222168,743.11328125,-8.51736831665039,31.096179298236162
1,85,7938.0,5,0,53.57865524291992,742.9141845703125,-8.525460243225098,31.494589651295573
1,85,7931.0,5,0,53.92295837402344,742.7151489257812,-8.533804893493652,31.892370328390072
1,85,7924.0,5,0,54.266475677490234,742.51611328125,-8.542424201965332,32.2894768859456
1,85,7915.0,6,0,54.60919189453125,742.3169555664062,-8.551419258117676,32.6859603179322
1,85,7908.0,6,0,54.9510612487793,742.1178588867188,-8.560686111450195,33.08168751917979
1,85,7900.0,6,0,55.29206466674805,741.9186401367188,-8.570253372192383,33.47673558447823
1,85,7891.0,6,0,55.63223648071289,741.7193603515625,-8.5801420211792,33.87110480382329
1,85,7878.0,5,0,55.971717834472656,741.5200805664062,-8.590043067932129,34.264878918068106
1,84,7862.0,5,0,56.31076431274414,741.3209838867188,-8.600300788879395,34.658194596791844
1,84,7847.0,5,0,56.64933395385742,741.1219482421875,-8.610971450805664,35.0510793797798
1,84,7832.0,5,0,56.98735427856445,740.9229125976562,-8.622099876403809,35.44350360121027
1,84,7816.0,5,0,57.324771881103516,740.7236328125,-8.633581161499023,35.835543001248794
1,84,7802.0,5,0,57.66154479980469,740.524169921875,-8.645322799682617,36.227128636294594
1,84,7789.0,6,0,57.99767303466797,740.3245849609375,-8.657323837280273,36.61823012160007
1,84,7777.0,6,0,58.3331298828125,740.1248168945312,-8.669525146484375,37.00885455666405
1,84,7766.0,6,0,58.667823791503906,739.9248657226562,-8.681739807128906,37.398918245802086
1,84,7755.0,6,0,59.00177001953125,739.724609375,-8.693886756896973,37.78849524252928
1,83,7745.0,6,0,59.3349609375,739.5242309570312,-8.705887794494629,38.17748331832073
1,83,7736.0,6,0,59.66742706298828,739.3236694335938,-8.71767520904541,38.56593871141311
1,83,7727.0,6,0,59.999141693115234,739.1229858398438,-8.729191780090332,38.953806126968104
1,83,7718.0,6,0,60.33015441894531,738.9221801757812,-8.74048900604248,39.34113023762384
1,83,7710.0,6,0,60.660400390625,738.7211303710938,-8.751680374145508,39.72792304067937
1,83,7703.0,6,0,60.989837646484375,738.52001953125,-8.762641906738281,40.11405077944932
1,83,7695.0,6,0,61.318519592285156,738.31884765625,-8.773344993591309,40.49955888682786
1,83,7687.0,6,0,61.64651870727539,738.1176147460938,-8.783867835998535,40.88451191484123
1,82,7678.0,6,0,61.97384262084961,737.91650390625,-8.79423713684082,41.26882173347739
1,82,7669.0,6,0,62.300533294677734,737.7155151367188,-8.804498672485352,41.652525500669924
1,82,7660.0,6,0,62.6265869140625,737.5144653320312,-8.814657211303711,42.03571629203855
1,82,7650.0,7,0,62.95203399658203,737.3134765625,-8.824729919433594,42.418356787082175
1,82,7640.0,7,0,63.276893615722656,737.112548828125,-8.834778785705566,42.80046502607031
1,82,7630.0,7,0,63.601192474365234,736.9118041992188,-8.844888687133789,43.182001873384536
1,82,7619.0,7,0,63.924949645996094,736.7111206054688,-8.85515308380127,43.56305038581015
1,82,7608.0,7,0,64.2481918334961,736.5105590820312,-8.865598678588867,43.94360202082677
1,82,7597.0,7,0,64.57091522216797,736.3101196289062,-8.876211166381836,44.323653313236186
1,81,7585.0,7,0,64.8928451538086,736.1092529296875,-8.886603355407715,44.70325087557546
1,81,7575.0,7,0,65.21412658691406,735.9083251953125,-8.896692276000977,45.082322768516775
1,81,7566.0,7,0,65.53495025634766,735.7076416015625,-8.906641006469727,45.46087356947642
1,81,7558.0,8,0,65.85535430908203,735.5072021484375,-8.916542053222656,45.83893806411254
1,81,7549.0,8,0,66.17533111572266,735.3068237304688,-8.926435470581055,46.21660795552913
1,81,7541.0,8,0,66.49481964111328,735.1065063476562,-8.936372756958008,46.593832983030836
1,81,7535.0,9,0,66.81375885009766,734.9061279296875,-8.94643783569336,46.97062873038633
1,81,7535.0,9,0,67.13198852539062,734.7058715820312,-8.95634937286377,47.346754998523465
1,81,7536.0,10,0,67.4495620727539,734.5054321289062,-8.966090202331543,47.722419497927746
1,80,7536.0,10,0,67.7666015625,734.3052368164062,-8.975589752197266,48.09749608031205
1,80,7535.0,11,0,68.08343505859375,734.10595703125,-8.985713958740234,48.47192684370768
1,80,7532.0,11,0,68.39991760253906,733.9069213867188,-8.996108055114746,48.84593810778339
1,80,7526.0,11,0,68.71578979492188,733.707763671875,-9.006986618041992,49.21951190294824
1,80,7515.0,11,0,69.03112030029297,733.5081176757812,-9.017970085144043,49.59289172018993
1,80,7505.0,11,0,69.345947265625,733.30810546875,-9.028754234313965,49.966036730789035
1,80,7495.0,11,0,69.66014862060547,733.1073608398438,-9.038622856140137,50.339022370194925
1,80,7489.0,11,0,69.97392272949219,732.9065551757812,-9.047685623168945,50.71166058599338
1,80,7484.0,12,0,70.28730773925781,732.7056274414062,-9.05606460571289,51.084021064743936
1,80,7480.0,12,0,70.60020446777344,732.504638671875,-9.06387710571289,51.45599133687562
1,80,7475.0,11,0,70.91271209716797,732.3037719726562,-9.071680068969727,51.82756816005006
1,80,7468.0,10,0,71.22486114501953,732.1030883789062,-9.079564094543457,52.19874613721775
1,79,7461.0,10,0,71.53648376464844,731.9025268554688,-9.087503433227539,52.56941663084611
1,79,7454.0,10,0,71.84754180908203,731.701904296875,-9.095507621765137,52.93964707942875
1,79,7448.0,10,0,72.1579818725586,731.501220703125,-9.10353946685791,53.30939219210415
1,79,7442.0,11,0,72.46788024902344,731.3004760742188,-9.111490249633789,53.678714036458096
1,79,7436.0,11,0,72.77725982666016,731.0997924804688,-9.119303703308105,54.04756451824904
1,79,7428.0,11,0,73.08619689941406,730.8990478515625,-9.126996994018555,54.416074637076754
1,79,7420.0,11,0,73.39500427246094,730.6986694335938,-9.134652137756348,54.78427581206322
1,79,7412.0,11,0,73.70367431640625,730.4987182617188,-9.142422676086426,55.15213182795711
1,79,7405.0,12,0,74.01212310791016,730.2990112304688,-9.150379180908203,55.51967347359729
1,79,7398.0,12,0,74.32025909423828,730.0994262695312,-9.158618927001953,55.88689253099834
1,79,7391.0,12,0,74.6280746459961,729.89990234375,-9.167171478271484,56.253816715260356
1,79,7384.0,12,0,74.93557739257812,729.7005615234375,-9.176043510437012,56.620386510460534
1,79,7378.0,12,0,75.24278259277344,729.5014038085938,-9.185150146484375,56.98661289021618
1,78,7371.0,13,0,75.5497055053711,729.3024291992188,-9.194437980651855,57.35250745606389
1,78,7365.0,13,0,75.85635375976562,729.1035766601562,-9.20386028289795,57.71810869237804
1,78,7359.0,13,0,76.16273498535156,728.9048461914062,-9.213273048400879,58.083419320139605
1,78,7353.0,13,0,76.46891784667969,728.7062377929688,-9.222634315490723,58.44849585159913
1,78,7347.0,13,0,76.7749252319336,728.5078735351562,-9.231902122497559,58.813290027613704
1,78,7341.0,13,0,77.08078002929688,728.3096923828125,-9.24105167388916,59.17785365786924
1,78,7336.0,13,0,77.386474609375,728.1116943359375,-9.250052452087402,59.54217963397255
1,78,7331.0,13,0,77.69195556640625,727.9139404296875,-9.259045600891113,59.90619350633357
1,78,7327.0,13,0,77.99713134765625,727.71630859375,-9.268004417419434,60.26988411719831
1,78,7323.0,13,0,78.302001953125,727.5188598632812,-9.276982307434082,60.63321962296635
1,78,7318.0,13,0,78.60660552978516,727.3215942382812,-9.286056518554688,60.996233957433
1,78,7313.0,13,0,78.91094207763672,727.1245727539062,-9.295187950134277,61.35889300213784
1,78,7307.0,13,0,79.2150650024414,726.927734375,-9.304253578186035,61.72127165274266
1,78,7301.0,13,0,79.51898956298828,726.7310791015625,-9.313191413879395,62.08338119415419
1,78,7295.0,14,0,79.82274627685547,726.5346069335938,-9.321976661682129,62.445246686547
1,78,7290.0,14,0,80.12632751464844,726.33837890625,-9.330535888671875,62.806826922486124
1,77,7286.0,14,0,80.42977142333984,726.1422729492188,-9.338812828063965,63.168219036167045
1,77,7283.0,15,0,80.73307800292969,725.9463500976562,-9.346822738647461,63.52939046866749
1,77,7281.0,16,0,81.03629302978516,725.7507934570312,-9.354592323303223,63.8902811981816
1,77,7281.0,16,0,81.33941650390625,725.5554809570312,-9.362324714660645,64.25096194773111
1,77,7283.0,18,0,81.64244842529297,725.360595703125,-9.370156288146973,64.61133667091894
1,77,7287.0,19,0,81.94532775878906,725.1659545898438,-9.378106117248535,64.97145367054705
1,77,7292.0,20,0,82.2480239868164,724.9715576171875,-9.386215209960938,65.33128828092315
1,77,7302.0,23,0,82.5505599975586,724.77734375,-9.394539833068848,65.69089412536064
1,77,7317.0,25,0,82.85295867919922,724.583251953125,-9.40306282043457,66.05032315811368
1,77,7336.0,28,0,83.15526580810547,724.3893432617188,-9.411733627319336,66.40957984028182
1,77,7356.0,30,0,83.45755767822266,724.195556640625,-9.420506477355957,66.76876028539492
1,77,7377.0,31,0,83.75997924804688,724.0018920898438,-9.429292678833008,67.12798439575035
1,77,7399.0,32,0,84.0626449584961,723.8082885742188,-9.438308715820312,67.48738687552344
1,77,7420.0,33,0,84.36553955078125,723.6146850585938,-9.447525978088379,67.84698722761124
1,77,7440.0,33,0,84.66867065429688,723.4209594726562,-9.456911087036133,68.20685685516459
1,77,7460.0,34,0,84.97205352783203,723.2271118164062,-9.466388702392578,68.56700669478819
1,77,7477.0,34,0,85.27570343017578,723.0330810546875,-9.475910186767578,68.92748118535754
1,77,7492.0,34,0,85.5796127319336,722.8388671875,-9.48537826538086,69.28827133823795
1,77,7506.0,34,0,85.88380432128906,722.6443481445312,-9.494729042053223,69.64946051046832
1,77,7518.0,34,0,86.18828582763672,722.4496459960938,-9.503938674926758,70.01098883806047
1,78,7531.0,34,0,86.49302673339844,722.2545776367188,-9.51307201385498,70.37293096375697
1,78,7542.0,34,0,86.79804992675781,722.059326171875,-9.52214241027832,70.73520786766068
1,78,7554.0,34,0,87.10337829589844,721.86376953125,-9.531169891357422,71.09790513551535
1,78,7566.0,34,0,87.40900421142578,721.6679077148438,-9.540160179138184,71.46101651876057
1,78,7577.0,34,0,87.7149658203125,721.4718627929688,-9.549121856689453,71.82450851202873
1,78,7588.0,34,0,88.02129364013672,721.2754516601562,-9.558009147644043,72.18850446012631
1,78,7599.0,34,0,88.32792663574219,721.0787353515625,-9.566874504089355,72.55292138427451
1,78,7611.0,34,0,88.63482666015625,720.881591796875,-9.575767517089844,72.91779436466688
1,78,7622.0,34,0,88.94200897216797,720.68408203125,-9.58469295501709,73.2831034718245
1,78,7633.0,35,0,89.24950408935547,720.4862060546875,-9.593635559082031,73.64887405478899
1,79,7644.0,35,0,89.55733489990234,720.2879638671875,-9.602581977844238,74.01512507695193
1,79,7655.0,35,0,89.86551666259766,720.0892944335938,-9.611516952514648,74.38190208887445
1,79,7665.0,35,0,90.17402648925781,719.8903198242188,-9.620433807373047,74.74911962470625
1,79,7676.0,35,0,90.48287200927734,719.6908569335938,-9.629349708557129,75.11688380630439
1,79,7686.0,35,0,90.79203033447266,719.4910888671875,-9.638310432434082,75.48507729479333
1,79,7696.0,35,0,91.10148620605469,719.2908935546875,-9.6473388671875,75.85375413463774
1,79,7706.0,35,0,91.4112319946289,719.09033203125,-9.656448364257812,76.22287520035997
1,79,7714.0,34,0,91.72126770019531,718.8892822265625,-9.665650367736816,76.59250723300725
1,79,7720.0,33,0,92.03158569335938,718.6879272460938,-9.674962043762207,76.96254478833285
1,79,7725.0,32,0,92.34220886230469,718.4861450195312,-9.684396743774414,77.33307391486201
1,80,7728.0,31,0,92.65311431884766,718.2840576171875,-9.693981170654297,77.70400973455708
1,80,7731.0,30,0,92.96431732177734,718.0816040039062,-9.703721046447754,78.07539853318133
1,80,7734.0,30,0,93.27581024169922,717.87890625,-9.713555335998535,78.44716584192574
1,80,7737.0,29,0,93.58763122558594,717.6758422851562,-9.723495483398438,78.81941052804024
1,80,7740.0,29,0,93.89978790283203,717.4725952148438,-9.733532905578613,79.1920389120691
1,80,7743.0,29,0,94.21231079101562,717.2692260742188,-9.743721008300781,79.56504475710942
1,80,7744.0,28,0,94.52521514892578,717.0657958984375,-9.754093170166016,79.93840859488608
1,80,7745.0,27,0,94.83845520019531,716.8621826171875,-9.764676094055176,80.31215944277646
1,80,7745.0,27,0,95.15194702148438,716.6585693359375,-9.77532958984375,80.68612332778281
1,80,7744.0,26,0,95.46560668945312,716.4547119140625,-9.78608512878418,81.06036378174481
1,80,7743.0,26,0,95.77950286865234,716.250732421875,-9.79676342010498,81.43486674629179
1,80,7741.0,25,0,96.09374237060547,716.046630859375,-9.807305335998535,81.80972011014677
1,80,7740.0,25,0,96.40839385986328,715.8427734375,-9.817594528198242,82.18477913966319
1,81,7739.0,25,0,96.72345733642578,715.6389770507812,-9.82757568359375,82.56014241033081
1,81,7738.0,25,0,97.03890991210938,715.4351806640625,-9.837267875671387,82.93582476729252
1,81,7735.0,24,0,97.35468292236328,715.2313842773438,-9.846634864807129,83.31176798339024
1,81,7731.0,23,0,97.67083740234375,715.0276489257812,-9.85562515258789,83.68798942611035
1,81,7724.0,22,0,97.98735809326172,714.8241577148438,-9.864302635192871,84.064379276415
1,81,7717.0,21,0,98.30425262451172,714.6210327148438,-9.872979164123535,84.44088583906091
1,81,7708.0,20,0,98.62142181396484,714.4183349609375,-9.881789207458496,84.8173965175822
1,81,7699.0,20,0,98.93877410888672,714.2158813476562,-9.890711784362793,85.19393278011401
1,81,7691.0,19,0,99.25624084472656,714.0137939453125,-9.899703979492188,85.57037043248701
1,81,7683.0,19,0,99.57380676269531,713.8118286132812,-9.908607482910156,85.94682412149928
1,81,7675.0,18,0,99.89144134521484,713.6099853515625,-9.917316436767578,86.32326571881673
1,81,7667.0,18,0,100.20926666259766,713.4085083007812,-9.92564868927002,86.6996635944653
1,81,7661.0,18,0,100.52742767333984,713.2074584960938,-9.933761596679688,87.07611182727828
1,81,7655.0,18,0,100.845947265625,713.0069580078125,-9.941678047180176,87.452566136138
1,81,7650.0,18,0,101.1647720336914,712.8071899414062,-9.949726104736328,87.82889217073928
1,81,7645.0,18,0,101.4837875366211,712.6078491210938,-9.957983016967773,88.20515780875574
1,81,7640.0,18,0,101.8028793334961,712.4088745117188,-9.966476440429688,88.58129954833133
1,81,7636.0,18,0,102.12203979492188,712.2103271484375,-9.975238800048828,88.95727991291112
1,81,7632.0,18,0,102.44123840332031,712.0120849609375,-9.984283447265625,89.33313829335721
1,81,7628.0,18,0,102.76044464111328,711.8142700195312,-9.993597984313965,89.70878458162574
1,81,7625.0,18,0,103.07966613769531,711.6168823242188,-10.003165245056152,90.0842253873714
1,81,7622.0,18,0,103.39893341064453,711.4197998046875,-10.012957572937012,90.45955058072583
1,81,7620.0,19,0,103.71825408935547,711.2229614257812,-10.022825241088867,90.83479505322025
1,81,7618.0,19,0,104.03772735595703,711.0264282226562,-10.032744407653809,91.21001080164905
1,80,7617.0,19,0,104.35730743408203,710.830078125,-10.042606353759766,91.58522013677411
1,80,7616.0,20,0,104.67698669433594,710.6340942382812,-10.052288055419922,91.96031778890874
1,80,7617.0,20,0,104.99674224853516,710.438232421875,-10.061779022216797,92.33541183580624
1,80,7620.0,21,0,105.31655883789062,710.2424926757812,-10.071087837219238,92.7104896318227
1,80,7624.0,22,0,105.63639068603516,710.0468139648438,-10.080199241638184,93.08554374350818
1,80,7631.0,23,0,105.95603942871094,709.8511352539062,-10.089101791381836,93.46043670423205
1,80,7639.0,23,0,106.27556610107422,709.6553955078125,-10.097731590270996,93.8352510795984
1,80,7647.0,24,0,106.59501647949219,709.4597778320312,-10.106135368347168,94.20993153389965
1,80,7654.0,25,0,106.91447448730469,709.2643432617188,-10.114314079284668,94.58451794761665
1,80,7662.0,25,0,107.23394775390625,709.0689697265625,-10.122154235839844,94.9590782957147
1,80,7670.0,26,0,107.553466796875,708.8735961914062,-10.129639625549316,95.33367043140126
