x,y,z
33.17540740966797,769.5090942382812,-7.646422386169434
33.886962890625,769.0619506835938,-7.672011375427246
34.59778594970703,768.6163940429688,-7.69838285446167
35.30820846557617,768.1722412109375,-7.724865913391113
36.01813888549805,767.7296142578125,-7.750283241271973
36.727333068847656,767.2885131835938,-7.774648189544678
37.435176849365234,766.8482666015625,-7.797997951507568
38.141845703125,766.4094848632812,-7.821022987365723
38.84736633300781,765.971923828125,-7.843939304351807
39.55183792114258,765.53564453125,-7.866765975952148
40.25551223754883,765.1006469726562,-7.889593601226807
40.95838165283203,764.666748046875,-7.91234302520752
41.660404205322266,764.2339477539062,-7.934998035430908
42.36150741577149,763.8021240234375,-7.957517623901367
43.06145858764648,763.3710327148438,-7.979804515838623
43.76016616821289,762.9405517578125,-8.001945495605469
44.457645416259766,762.5109252929688,-8.024369239807129
45.15380859375,762.0818481445312,-8.046832084655762
45.84867858886719,761.6531372070312,-8.069252967834473
46.542476654052734,761.2251586914062,-8.09185791015625
47.2352180480957,760.7977905273438,-8.11496353149414
47.92667007446289,760.3710327148438,-8.139056205749512
48.61684036254883,759.9445190429688,-8.16372299194336
49.30599212646485,759.518798828125,-8.188435554504395
49.9940185546875,759.0933227539062,-8.213295936584473
50.68071746826172,758.6678466796875,-8.238007545471191
51.3663330078125,758.2428588867188,-8.261598587036133
52.05116271972656,757.8189086914062,-8.284164428710938
52.7347526550293,757.3955688476562,-8.306893348693848
53.417015075683594,756.9727172851562,-8.329146385192871
54.09812545776367,756.5504150390625,-8.35033130645752
54.77815628051758,756.1287231445312,-8.371082305908203
55.456993103027344,755.7075805664062,-8.392330169677734
56.13450622558594,755.2869873046875,-8.414230346679688
56.81078338623047,754.866943359375,-8.437387466430664
57.4862174987793,754.447509765625,-8.463272094726562
58.16089630126953,754.0286254882812,-8.490411758422852
58.83504486083984,753.6103515625,-8.516801834106445
59.5090446472168,753.1926879882812,-8.541683197021484
60.18274688720703,752.7756958007812,-8.563834190368652
60.8547477722168,752.3589477539062,-8.584017753601074
61.52538299560547,751.943115234375,-8.603952407836914
62.19487380981445,751.5279541015625,-8.623963356018066
62.86304473876953,751.1133422851562,-8.644344329833984
63.530025482177734,750.6989135742188,-8.665878295898438
64.19624328613281,750.2847290039062,-8.68840217590332
64.86177825927734,749.8707885742188,-8.711346626281738
65.5263900756836,749.4566040039062,-8.734808921813965
66.18990325927734,749.0421752929688,-8.760068893432617
66.85279083251953,748.6287841796875,-8.785149574279785
67.51468658447266,748.2155151367188,-8.808833122253418
68.17532348632812,747.8016967773438,-8.8313570022583
68.83467102050781,747.387939453125,-8.853524208068848
69.4925765991211,746.9743041992188,-8.875261306762695
70.14911651611328,746.560791015625,-8.896918296813965
70.80486297607422,746.147705078125,-8.917634963989258
71.45984649658203,745.7348022460938,-8.936619758605957
72.11376953125,745.3217163085938,-8.954360961914062
72.7667236328125,744.9091186523438,-8.972311019897461
73.41869354248047,744.4972534179688,-8.990842819213867
74.06927490234375,744.0857543945312,-9.010363578796388
74.71879577636719,743.674560546875,-9.031245231628418
75.36735534667969,743.263671875,-9.053204536437988
76.0146484375,742.8521728515625,-9.077203750610352
76.66107177734375,742.440673828125,-9.10209846496582
77.30657958984375,742.0293579101562,-9.126486778259276
77.95136260986328,741.6183471679688,-9.149968147277832
78.59559631347656,741.2078857421875,-9.171957015991213
79.23866271972656,740.7972412109375,-9.191231727600098
79.8796157836914,740.3859252929688,-9.209418296813965
80.51903533935547,739.9749755859375,-9.227533340454102
81.15737915039062,739.5648803710938,-9.24547290802002
81.794677734375,739.1550903320312,-9.262161254882812
82.4307632446289,738.7449340820312,-9.278491020202637
83.0658187866211,738.3345947265625,-9.295453071594238
