x,y,z
-1256.8570556640625,-2049.602783203125,141.84959411621094
-1257.4698486328125,-2050.2294921875,141.83853149414062
-1258.0809326171875,-2050.857421875,141.8272705078125
-1258.69287109375,-2051.4853515625,141.81573486328125
-1259.30517578125,-2052.11376953125,141.8041229248047
-1259.9202880859375,-2052.742431640625,141.7926788330078
-1260.539306640625,-2053.371826171875,141.7812042236328
-1261.155029296875,-2054.00244140625,141.76956176757812
-1261.7725830078125,-2054.634033203125,141.7580108642578
-1262.3927001953125,-2055.26611328125,141.7467498779297
-1263.0164794921875,-2055.899658203125,141.7357940673828
-1263.6409912109375,-2056.533935546875,141.72491455078125
-1264.2652587890625,-2057.16943359375,141.7140350341797
-1264.8912353515625,-2057.805908203125,141.7030487060547
-1265.5150146484375,-2058.4423828125,141.69174194335938
-1266.1361083984375,-2059.079345703125,141.68019104003906
-1266.759521484375,-2059.717041015625,141.66824340820312
-1267.3848876953125,-2060.35693359375,141.65631103515625
-1268.0125732421875,-2060.998779296875,141.64486694335938
-1268.6402587890625,-2061.64208984375,141.633056640625
-1269.2679443359375,-2062.286376953125,141.62168884277344
-1269.89990234375,-2062.930908203125,141.61138916015625
-1270.5350341796875,-2063.576416015625,141.6015625
-1271.171630859375,-2064.222900390625,141.5919189453125
-1271.8026123046875,-2064.869873046875,141.58163452148438
-1272.4375,-2065.516845703125,141.57154846191406
-1273.0718994140625,-2066.165771484375,141.56126403808594
-1273.707275390625,-2066.81494140625,141.55067443847656
-1274.344482421875,-2067.46533203125,141.53952026367188
-1274.9833984375,-2068.11669921875,141.52809143066406
-1275.623046875,-2068.768798828125,141.51675415039062
-1276.262939453125,-2069.422119140625,141.5054473876953
-1276.9041748046875,-2070.076171875,141.4938507080078
-1277.547119140625,-2070.73095703125,141.48248291015625
-1278.1904296875,-2071.38671875,141.47166442871094
-1278.8348388671875,-2072.043212890625,141.4608154296875
-1279.479736328125,-2072.700439453125,141.44993591308594
-1280.125,-2073.3583984375,141.43931579589844
-1280.7698974609375,-2074.018310546875,141.4285125732422
-1281.4166259765625,-2074.6787109375,141.41757202148438
-1282.0634765625,-2075.339111328125,141.40675354003906
-1282.7115478515625,-2075.99951171875,141.39598083496094
-1283.3597412109375,-2076.66015625,141.3851318359375
-1284.0087890625,-2077.321044921875,141.3743133544922
